iter,total,val_l2,elapsed,L_ic,L_vel,L_bc_u,L_bc_m,L_pde,lam_ic,lam_vel,lam_bc_u,lam_bc_m,lam_pde
1,10.338324546813965,1.9188534872093665,1.1834113597869873,0.5442142486572266,0.34553855657577515,0.0181950181722641,0.06635649502277374,0.0012548747472465038,16.4704685515675,1.0755310468036163,20.350733260621876,7.681483750889643,98.19689399220638
100,3.2138781547546387,0.9990280402540288,14.191567182540894,0.14738045632839203,0.011366439051926136,0.02129499241709709,0.004715781658887863,0.003102291841059923,16.4704685515675,1.0755310468036163,20.350733260621876,7.681483750889643,98.19689399220638
200,3.012770414352417,0.9966506869812637,27.143147468566895,0.07362457364797592,0.04959574341773987,0.024793969467282295,0.011499442160129547,0.005551497917622328,22.22220610951527,1.4255269389662213,34.22159762843811,5.237458944382696,71.55776432144728
300,6.458934783935547,0.9888900427490429,39.12741541862488,0.06774970144033432,0.20852477848529816,0.022880664095282555,0.5798653364181519,0.01168421097099781,22.22220610951527,1.4255269389662213,34.22159762843811,5.237458944382696,71.55776432144728
400,1.2179696559906006,0.9665847707100026,52.40690302848816,0.015805285423994064,0.14274001121520996,0.0038806903176009655,0.014597956091165543,0.005074681248515844,25.61548082697938,1.4913370303349645,58.7333702663783,4.334529627693842,60.89740210898494
500,1.3379030227661133,0.9451188633002173,64.36787056922913,0.025279207155108452,0.003941158298403025,0.0018887717742472887,0.04714159294962883,0.0060629150830209255,25.61548082697938,1.4913370303349645,58.7333702663783,4.334529627693842,60.89740210898494
600,0.5678579807281494,0.9256817968882328,77.76231408119202,0.004298947751522064,0.004776226356625557,0.0007905623060651124,0.021051757037639618,0.0055283741094172,29.60397801619858,1.5968954874316388,70.18168132369135,3.596330454379414,54.58618781266095
700,0.2747485935688019,0.8985266318311997,90.10624766349792,0.0005901740514673293,0.002337368670850992,0.0002673097187653184,0.003018135903403163,0.004102321341633797,29.60397801619858,1.5968954874316388,70.18168132369135,3.596330454379414,54.58618781266095
800,0.21167540550231934,0.8763303615576007,103.87685298919678,0.0005049442406743765,0.0008578067063353956,0.0003823870501946658,0.011389454826712608,0.0032545120920985937,46.677748130807636,2.3682582398158187,86.64067519918048,2.6196720326485297,37.8266657693007
900,0.15259896218776703,0.8473001398257806,116.21707963943481,9.643130033509806e-05,0.0014283234486356378,6.320897955447435e-05,0.000982430181466043,0.003612928092479706,46.677748130807636,2.3682582398158187,86.64067519918048,2.6196720326485297,37.8266657693007
