iter,total,val_l2,elapsed,L_ic,L_vel,L_bc_u,L_bc_m,L_pde,lam_ic,lam_vel,lam_bc_u,lam_bc_m,lam_pde
1,13.332785606384277,2.0399526345553993,1.1253650188446045,0.2826319634914398,0.34553855657577515,0.0181950181722641,0.06635649502277374,0.13230526447296143,37.31283781345308,1.8266317775322194,46.25706853194784,17.053728259619604,1.379675367157056
100,0.1966867446899414,0.9407997532988231,12.46147084236145,0.0005224763881415129,0.0010849375976249576,0.0002453959605190903,0.0035322080366313457,0.07510554790496826,37.31283781345308,1.8266317775322194,46.25706853194784,17.053728259619604,1.379675367157056
200,0.09901978820562363,0.8355078537765085,25.21731925010681,0.0003786326269619167,0.0003457000129856169,5.85585949011147e-05,0.001245054299943149,0.03887183219194412,38.330413284692426,2.6637624674454616,68.75438992348778,11.404632338960795,1.6814291921023043
300,0.08302076160907745,0.7197792420569952,36.99302005767822,0.0002521257265470922,0.0007705324096605182,3.655740511021577e-05,0.0012224087258800864,0.03262079879641533,38.330413284692426,2.6637624674454616,68.75438992348778,11.404632338960795,1.6814291921023043
400,0.04203858971595764,0.6010846330606275,49.50139594078064,6.577606654900592e-06,7.02087563695386e-05,1.5685502148699015e-05,4.858209649682976e-05,0.021437857300043106,36.67889416729476,3.0235620749198304,76.14682891547511,8.54918793733217,1.8647065586452416
500,0.028408760204911232,0.46919471955182895,61.18304514884949,5.812149538542144e-06,9.008827328216285e-05,1.571276516187936e-05,0.0001077239285223186,0.013839046470820904,36.67889416729476,3.0235620749198304,76.14682891547511,8.54918793733217,1.8647065586452416
600,0.033495739102363586,0.34429293769869296,73.73996591567993,0.00015458412235602736,8.504942525178194e-05,3.517297955113463e-05,0.0008278999011963606,0.009336113929748535,42.299816106127494,3.323334387215192,86.44359023168482,7.0950122780328995,1.902265876901477
700,0.014418259263038635,0.2794649016803215,85.29446339607239,1.911971776280552e-05,8.289141987916082e-06,1.676430292718578e-05,8.945607987698168e-05,0.006044419482350349,42.299816106127494,3.323334387215192,86.44359023168482,7.0950122780328995,1.902265876901477
800,0.04984816536307335,0.20523591687956924,97.89536786079407,0.0004431752604432404,3.411954821785912e-05,0.0001149705785792321,0.0018963528564199805,0.00415413873270154,49.67779099885915,4.263999282606354,81.96079599716366,5.370584542355092,1.9448335475276528
900,0.005244780331850052,0.14953498999623246,110.2895576953888,1.6001635003703996e-06,8.827306373859756e-06,2.63607671513455e-06,3.949561869376339e-05,0.0024163913913071156,49.67779099885915,4.263999282606354,81.96079599716366,5.370584542355092,1.9448335475276528
1000,0.003915546461939812,0.10833135823305472,123.13682627677917,2.905242979522882e-07,6.354069228109438e-06,1.4939540733394097e-06,4.758359136758372e-05,0.0018026373581960797,55.83512175251282,4.62897015436341,86.05450231127878,4.58346505777665,1.954499090015452
1100,0.0030729437712579966,0.07783644417826666,134.54670667648315,1.3890380614611786e-06,6.419586497941054e-06,1.0199960343015846e-06,3.468172872089781e-05,0.0013911148998886347,55.83512175251282,4.62897015436341,86.05450231127878,4.58346505777665,1.954499090015452
1200,0.0019954158924520016,0.057912635546897774,147.3684389591217,5.277353238852811e-07,2.021570071519818e-05,4.961880222253967e-07,2.5575847757863812e-05,0.0008913875790312886,59.22506094823032,4.647313106677128,81.46800559456821,4.477867047270582,1.9242622327821777
1300,0.0022294328082352877,0.04370612860722906,158.75947737693787,6.208220497683214e-07,5.526675522560254e-06,6.19003287738451e-07,1.8480815924704075e-05,0.0010569228325039148,59.22506094823032,4.647313106677128,81.46800559456821,4.477867047270582,1.9242622327821777
1400,0.00176935363560915,0.03394837666581233,172.06503558158875,4.7117097778937023e-07,3.136173972961842e-06,4.79489187910076e-07,1.6708418115740642e-05,0.0008146123145706952,62.222133453492674,4.661929542322623,81.35487850860116,4.088438045584974,1.9863383662833685
1500,0.0012727733701467514,0.027357115604887277,183.34577202796936,6.488929926717901e-08,2.9747880034847185e-06,7.523781277996022e-07,2.2576821720576845e-05,0.0005544644664041698,62.222133453492674,4.661929542322623,81.35487850860116,4.088438045584974,1.9863383662833685
1600,0.001291189226321876,0.022835990041503756,195.61254143714905,2.0874175277185714e-08,1.8918390196631663e-06,4.367136341443256e-07,1.958632856258191e-05,0.0005755916354246438,62.38030649819699,4.754088595756077,89.63961318315405,3.8032647286845362,2.027921040278562
1700,0.0012954872800037265,0.017761552059919233,206.82904028892517,1.0499640268335497e-07,4.910615189146483e-06,3.904947902810818e-07,1.97862864297349e-05,0.000569714407902211,62.38030649819699,4.754088595756077,89.63961318315405,3.8032647286845362,2.027921040278562
1800,0.001024860655888915,0.014752321906499957,219.38479733467102,4.701331945966558e-08,1.5383207028207835e-06,2.969630656934896e-07,1.4639482287748251e-05,0.0004625154542736709,65.6571950190472,4.819353031852443,93.56079737028551,3.7484130787424035,2.014422017472556
1900,0.0011171699734404683,0.012996039698934253,230.6903715133667,1.5543611198154395e-07,1.0673552424123045e-06,4.295554560940218e-07,1.2782684279954992e-05,0.0005032293265685439,65.6571950190472,4.819353031852443,93.56079737028551,3.7484130787424035,2.014422017472556
2000,0.0011049809399992228,0.01078208945485308,242.7125973701477,1.1663357391000773e-08,1.1474761549834511e-06,1.7187973355703434e-07,1.155743666458875e-05,0.0005195325356908143,63.75758853898662,4.851333482840737,90.74219248262216,3.7642739311477813,2.000968970492397
